"item_id","point_name","equipment","parent_equipment_name","equipment_type"
14041,Current Days Accum Volume,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14042,Previous Days Accum Volume,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14043,Heating Value,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14044,Orifice Plate Size,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14045,Differential Pressure,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14046,Static Pressure,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14047,Gas Flow Rate,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14048,Temperature,ADDAX HUNTER #2H Production Meter - LAVACA,,Gas Meter
14049,Current Days Accum Volume,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14050,Previous Days Accum Volume,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14051,Heating Value,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14052,Orifice Plate Size,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14053,Differential Pressure,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14054,Static Pressure,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14055,Gas Flow Rate,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14056,Temperature,ADDAX HUNTER #2H Gas Lift Meter - LAVACA,,Gas Meter
14057,Current Days Accum Volume,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14058,Previous Days Accum Volume,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14059,Heating Value,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14060,Orifice Plate Size,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14061,Differential Pressure,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14062,Static Pressure,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14063,Gas Flow Rate,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14064,Temperature,ADDAX HUNTER 3H Production Meter - LAVACA,,Gas Meter
14065,Current Days Accum Volume,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14066,Previous Days Accum Volume,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14067,Heating Value,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14068,Orifice Plate Size,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14069,Differential Pressure,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14070,Static Pressure,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14071,Gas Flow Rate,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14072,Temperature,ADDAX HUNTER 3H Gas Lift Meter - LAVACA,,Gas Meter
14073,Current Days Accum Volume,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14074,Previous Days Accum Volume,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14075,Heating Value,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14076,Orifice Plate Size,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14077,Differential Pressure,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14078,Static Pressure,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14079,Gas Flow Rate,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14080,Temperature,ADDAX HUNTER 6H Production Meter - LAVACA,ADDAX HUNTER 6H,Gas Meter
14081,Current Days Accum Volume,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14082,Previous Days Accum Volume,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14083,Heating Value,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14084,Orifice Plate Size,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14085,Differential Pressure,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14086,Static Pressure,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14087,Gas Flow Rate,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14088,Temperature,ADDAX HUNTER #7H Production Meter - LAVACA,ADDAX HUNTER #7H,Gas Meter
14089,Current Days Accum Volume,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14090,Previous Days Accum Volume,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14091,Heating Value,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14092,Orifice Plate Size,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14093,Differential Pressure,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14094,Static Pressure,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14095,Gas Flow Rate,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14096,Temperature,ADDAX HUNTER #8H Production Meter - LAVACA,ADDAX HUNTER #8H,Gas Meter
14097,Current Days Accum Volume,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14098,Previous Days Accum Volume,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14099,Heating Value,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14100,Orifice Plate Size,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14101,Differential Pressure,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14102,Static Pressure,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14103,Gas Flow Rate,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14104,Temperature,AMBER #1H Production Meter - LAVACA,AMBER #1H,Gas Meter
14105,Current Days Accum Volume,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14106,Previous Days Accum Volume,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14107,Heating Value,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14108,Orifice Plate Size,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14109,Differential Pressure,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14110,Static Pressure,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14111,Gas Flow Rate,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14112,Temperature,AMBER #1H Gas Lift Meter - LAVACA,,Gas Meter
14113,Current Days Accum Volume,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14114,Previous Days Accum Volume,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14115,Heating Value,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14116,Orifice Plate Size,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14117,Differential Pressure,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14118,Static Pressure,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14119,Gas Flow Rate,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14120,Temperature,AMBER #2H Production Meter - LAVACA,AMBER #2H,Gas Meter
14121,Current Days Accum Volume,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14122,Previous Days Accum Volume,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14123,Heating Value,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14124,Orifice Plate Size,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14125,Differential Pressure,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14126,Static Pressure,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14127,Gas Flow Rate,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14128,Temperature,AMBER #2H Gas Lift Meter - LAVACA,,Gas Meter
14129,Current Days Accum Volume,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14130,Previous Days Accum Volume,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14131,Heating Value,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14132,Orifice Plate Size,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14133,Differential Pressure,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14134,Static Pressure,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14135,Gas Flow Rate,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14136,Temperature,AMBER-LAGER A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14137,Current Days Accum Volume,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14138,Previous Days Accum Volume,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14139,Heating Value,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14140,Orifice Plate Size,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14141,Differential Pressure,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14142,Static Pressure,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14143,Gas Flow Rate,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14144,Temperature,AMBER-LAGER A (SA) 1H Production Meter - LAVACA,AMBER-LAGER A (SA) 1H,Gas Meter
14145,Current Days Accum Volume,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14146,Previous Days Accum Volume,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14147,Heating Value,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14148,Orifice Plate Size,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14149,Differential Pressure,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14150,Static Pressure,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14151,Gas Flow Rate,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14152,Temperature,AMBER-LAGER B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14153,Current Days Accum Volume,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14154,Previous Days Accum Volume,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14155,Heating Value,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14156,Orifice Plate Size,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14157,Differential Pressure,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14158,Static Pressure,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14159,Gas Flow Rate,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14160,Temperature,AMBER-LAGER B (SA) 2H Production Meter - LAVACA,AMBER-LAGER B (SA) 2H,Gas Meter
14161,Current Days Accum Volume,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14162,Previous Days Accum Volume,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14163,Heating Value,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14164,Orifice Plate Size,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14165,Differential Pressure,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14166,Static Pressure,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14167,Gas Flow Rate,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14168,Temperature,Lavaca Amber Porter 2H 3H CT LPR Meter,,Gas Meter
14169,Current Days Accum Volume,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14170,Previous Days Accum Volume,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14171,Heating Value,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14172,Orifice Plate Size,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14173,Differential Pressure,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14174,Static Pressure,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14175,Gas Flow Rate,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14176,Temperature,Lavaca Amber Porter CT Gas Lift Meter,,Gas Meter
14177,Current Days Accum Volume,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14178,Previous Days Accum Volume,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14179,Heating Value,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14180,Orifice Plate Size,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14181,Differential Pressure,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14182,Static Pressure,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14183,Gas Flow Rate,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14184,Temperature,AMETHYST 1H Production Meter - LAVACA,AMETHYST 1H,Gas Meter
14185,Current Days Accum Volume,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14186,Previous Days Accum Volume,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14187,Heating Value,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14188,Orifice Plate Size,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14189,Differential Pressure,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14190,Static Pressure,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14191,Gas Flow Rate,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14192,Temperature,AMETHYST 1H Gas Lift Meter - LAVACA,,Gas Meter
14193,Current Days Accum Volume,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14194,Previous Days Accum Volume,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14195,Heating Value,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14196,Orifice Plate Size,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14197,Differential Pressure,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14198,Static Pressure,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14199,Gas Flow Rate,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14200,Temperature,ANTEATER #1H Production Meter - LAVACA,ANTEATER #1H,Gas Meter
14201,Current Days Accum Volume,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14202,Previous Days Accum Volume,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14203,Heating Value,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14204,Orifice Plate Size,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14205,Differential Pressure,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14206,Static Pressure,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14207,Gas Flow Rate,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14208,Temperature,ANTEATER #1H Gas Lift Meter - LAVACA,,Gas Meter
14209,Current Days Accum Volume,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14210,Previous Days Accum Volume,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14211,Heating Value,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14212,Orifice Plate Size,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14213,Differential Pressure,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14214,Static Pressure,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14215,Gas Flow Rate,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14216,Temperature,Lavaca Aquamarine CT Gas Lift Meter,,Gas Meter
14217,Current Days Accum Volume,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14218,Previous Days Accum Volume,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14219,Heating Value,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14220,Orifice Plate Size,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14221,Differential Pressure,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14222,Static Pressure,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14223,Gas Flow Rate,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14224,Temperature,Lavaca Aquamarine CT LPR Meter,,Gas Meter
14225,Current Days Accum Volume,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14226,Previous Days Accum Volume,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14227,Heating Value,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14228,Orifice Plate Size,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14229,Differential Pressure,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14230,Static Pressure,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14231,Gas Flow Rate,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14232,Temperature,ARLEDGE RANCH #1H Production Meter - LAVACA,ARLEDGE RANCH #1H,Gas Meter
14233,Current Days Accum Volume,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14234,Previous Days Accum Volume,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14235,Heating Value,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14236,Orifice Plate Size,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14237,Differential Pressure,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14238,Static Pressure,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14239,Gas Flow Rate,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14240,Temperature,ARLEDGE RANCH #1H Gas Lift Meter - LAVACA,,Gas Meter
14241,Current Days Accum Volume,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14242,Previous Days Accum Volume,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14243,Heating Value,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14244,Orifice Plate Size,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14245,Differential Pressure,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14246,Static Pressure,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14247,Gas Flow Rate,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14248,Temperature,ARMADILLO A (SA) 1H Production Meter - LAVACA,ARMADILLO A (SA) 1H,Gas Meter
14249,Current Days Accum Volume,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14250,Previous Days Accum Volume,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14251,Heating Value,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14252,Orifice Plate Size,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14253,Differential Pressure,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14254,Static Pressure,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14255,Gas Flow Rate,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14256,Temperature,ARMADILLO A (SA) 1H Gas Lift Meter - LAVACA,,Gas Meter
14257,Current Days Accum Volume,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14258,Previous Days Accum Volume,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14259,Heating Value,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14260,Orifice Plate Size,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14261,Differential Pressure,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14262,Static Pressure,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14263,Gas Flow Rate,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14264,Temperature,ARMADILLO B (SA) 2H Production Meter - LAVACA,ARMADILLO B (SA) 2H,Gas Meter
14265,Current Days Accum Volume,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14266,Previous Days Accum Volume,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14267,Heating Value,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14268,Orifice Plate Size,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14269,Differential Pressure,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14270,Static Pressure,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14271,Gas Flow Rate,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14272,Temperature,ARMADILLO B (SA) 2H Gas Lift Meter - LAVACA,,Gas Meter
14273,Current Days Accum Volume,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14274,Previous Days Accum Volume,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14275,Heating Value,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14276,Orifice Plate Size,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14277,Differential Pressure,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14278,Static Pressure,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14279,Gas Flow Rate,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14280,Temperature,ARMADILLO C (SA) 3H Production Meter - LAVACA,ARMADILLO C (SA) 3H,Gas Meter
14281,Current Days Accum Volume,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14282,Previous Days Accum Volume,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14283,Heating Value,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14284,Orifice Plate Size,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14285,Differential Pressure,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14286,Static Pressure,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14287,Gas Flow Rate,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14288,Temperature,ARMADILLO C (SA) 3H Gas Lift Meter - LAVACA,,Gas Meter
14289,Current Days Accum Volume,AXIS #1H Production Meter - LAVACA,,Gas Meter
14290,Previous Days Accum Volume,AXIS #1H Production Meter - LAVACA,,Gas Meter
14291,Heating Value,AXIS #1H Production Meter - LAVACA,,Gas Meter
14292,Orifice Plate Size,AXIS #1H Production Meter - LAVACA,,Gas Meter
14293,Differential Pressure,AXIS #1H Production Meter - LAVACA,,Gas Meter
14294,Static Pressure,AXIS #1H Production Meter - LAVACA,,Gas Meter
14295,Gas Flow Rate,AXIS #1H Production Meter - LAVACA,,Gas Meter
14296,Temperature,AXIS #1H Production Meter - LAVACA,,Gas Meter
14297,Current Days Accum Volume,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14298,Previous Days Accum Volume,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14299,Heating Value,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14300,Orifice Plate Size,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14301,Differential Pressure,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14302,Static Pressure,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14303,Gas Flow Rate,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14304,Temperature,AXIS #1H Gas Lift Meter - LAVACA,,Gas Meter
14305,Current Days Accum Volume,AXIS #2H Production Meter - LAVACA,,Gas Meter
14306,Previous Days Accum Volume,AXIS #2H Production Meter - LAVACA,,Gas Meter
14307,Heating Value,AXIS #2H Production Meter - LAVACA,,Gas Meter
14308,Orifice Plate Size,AXIS #2H Production Meter - LAVACA,,Gas Meter
14309,Differential Pressure,AXIS #2H Production Meter - LAVACA,,Gas Meter
14310,Static Pressure,AXIS #2H Production Meter - LAVACA,,Gas Meter
14311,Gas Flow Rate,AXIS #2H Production Meter - LAVACA,,Gas Meter
14312,Temperature,AXIS #2H Production Meter - LAVACA,,Gas Meter
14313,Current Days Accum Volume,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14314,Previous Days Accum Volume,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14315,Heating Value,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14316,Orifice Plate Size,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14317,Differential Pressure,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14318,Static Pressure,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14319,Gas Flow Rate,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14320,Temperature,AXIS #2H Gas Lift Meter - LAVACA,,Gas Meter
14321,Current Days Accum Volume,AXIS #3H Production Meter - LAVACA,,Gas Meter
