"item_id","point_name","equipment","parent_equipment_name","equipment_type"
39372,Last Poll Failure Code,ROBIN 1H Fuel Gas Meter Remote Device,,RTU
39373,Last Poll Status,ROBIN 1H Fuel Gas Meter Remote Device,,RTU
39374,Comm Status,ROBIN 1H Fuel Gas Meter Remote Device,,RTU
39375,Time Since Complete,ROBIN 1H Fuel Gas Meter Remote Device,,RTU
39376,IP Address,ROBIN 1H Fuel Gas Meter Remote Device,,RTU
39377,Flow Rate,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39378,Differential Pressure,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39379,Static Pressure,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39380,Temperature,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39381,Today Volume,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39382,Yesterday Volume,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39383,Accumulated Volume,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39384,Battery Voltage,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39385,Last Meter History Collected,LORI A UNIT 1H Production Meter,LORI A UNIT 1H,Gas Meter
39386,Demand,LORI A UNIT 1H Production Meter Remote Device,,RTU
39387,Last Poll Success Time,LORI A UNIT 1H Production Meter Remote Device,,RTU
39388,Last Poll Length,LORI A UNIT 1H Production Meter Remote Device,,RTU
39389,Last Poll Failure Code,LORI A UNIT 1H Production Meter Remote Device,,RTU
39390,Last Poll Status,LORI A UNIT 1H Production Meter Remote Device,,RTU
39391,Comm Status,LORI A UNIT 1H Production Meter Remote Device,,RTU
39392,Time Since Complete,LORI A UNIT 1H Production Meter Remote Device,,RTU
39393,IP Address,LORI A UNIT 1H Production Meter Remote Device,,RTU
39394,Flow Rate,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39395,Differential Pressure,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39396,Static Pressure,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39397,Temperature,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39398,Today Volume,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39399,Yesterday Volume,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39400,Accumulated Volume,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39401,Battery Voltage,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39402,Last Meter History Collected,LORI A UNIT 1H Fuel Gas Meter,LORI A UNIT 1H Facility,Gas Meter
39403,Demand,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39404,Last Poll Success Time,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39405,Last Poll Length,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39406,Last Poll Failure Code,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39407,Last Poll Status,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39408,Comm Status,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39409,Time Since Complete,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39410,IP Address,LORI A UNIT 1H Fuel Gas Meter Remote Device,,RTU
39411,Flow Rate,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39412,Differential Pressure,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39413,Static Pressure,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39414,Temperature,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39415,Today Volume,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39416,Yesterday Volume,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39417,Accumulated Volume,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39418,Battery Voltage,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39419,Last Meter History Collected,MARCIA 1H Production Meter,MARCIA 1H,Gas Meter
39420,Demand,MARCIA 1H Production Meter Remote Device,,RTU
39421,Last Poll Success Time,MARCIA 1H Production Meter Remote Device,,RTU
39422,Last Poll Length,MARCIA 1H Production Meter Remote Device,,RTU
39423,Last Poll Failure Code,MARCIA 1H Production Meter Remote Device,,RTU
39424,Last Poll Status,MARCIA 1H Production Meter Remote Device,,RTU
39425,Comm Status,MARCIA 1H Production Meter Remote Device,,RTU
39426,Time Since Complete,MARCIA 1H Production Meter Remote Device,,RTU
39427,IP Address,MARCIA 1H Production Meter Remote Device,,RTU
39428,Flow Rate,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39429,Differential Pressure,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39430,Static Pressure,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39431,Temperature,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39432,Today Volume,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39433,Yesterday Volume,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39434,Accumulated Volume,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39435,Battery Voltage,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39436,Last Meter History Collected,SHELLY UNIT 1H Production Meter,SHELLY UNIT 1H,Gas Meter
39437,Demand,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39438,Last Poll Success Time,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39439,Last Poll Length,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39440,Last Poll Failure Code,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39441,Last Poll Status,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39442,Comm Status,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39443,Time Since Complete,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39444,IP Address,SHELLY UNIT 1H Production Meter Remote Device,,RTU
39445,Flow Rate,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39446,Differential Pressure,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39447,Static Pressure,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39448,Temperature,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39449,Today Volume,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39450,Yesterday Volume,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39451,Accumulated Volume,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39452,Battery Voltage,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39453,Last Meter History Collected,MARCIA 1H/SHELLY 1H Fuel Gas Meter,CALIBAN MARCIA-SHELLY Facility,Gas Meter
39454,Demand,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39455,Last Poll Success Time,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39456,Last Poll Length,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39457,Last Poll Failure Code,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39458,Last Poll Status,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39459,Comm Status,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39460,Time Since Complete,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39461,IP Address,MARCIA 1H/SHELLY 1H Fuel Gas Meter Remote Device,,RTU
39462,Flow Rate,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39463,Differential Pressure,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39464,Static Pressure,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39465,Temperature,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39466,Today Volume,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39467,Yesterday Volume,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39468,Accumulated Volume,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39469,Battery Voltage,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39470,Last Meter History Collected,LILLIAN to KM Sales/Check Meter,Lillian Sales to KM Facility,Gas Meter
39471,Demand,LILLIAN to KM Sales/Check Meter Remote Device,,RTU
39472,Last Poll Success Time,LILLIAN to KM Sales/Check Meter Remote Device,,RTU
39473,Last Poll Length,LILLIAN to KM Sales/Check Meter Remote Device,,RTU
