ID,Timestamp,Value,point_name,equipment,parent_equipment_name,equipment_type,Name,Accounting Number
10077,2022-03-07 08:52:32.194+00,1040.805,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10094,2022-03-07 08:52:32.194+00,102.26,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10079,2022-03-07 08:52:32.194+00,316.532,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10081,2022-03-07 08:52:32.193+00,59913.203,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10075,2022-03-07 08:52:32.193+00,4.964,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10096,2022-03-07 08:52:32.193+00,678.851,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10004,2022-03-07 08:52:32.193+00,119.86,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10015,2022-03-07 08:52:32.193+00,800,Casing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10023,2022-03-07 08:37:33.493+00,157.864,Casing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10099,2022-03-07 08:37:33.493+00,11.975,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10017,2022-03-07 08:37:33.493+00,132.237,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10092,2022-03-07 08:37:33.492+00,150.995,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10011,2022-03-07 08:37:33.492+00,216.14,Casing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10090,2022-03-07 08:37:33.492+00,11.194,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10086,2022-03-07 08:37:33.492+00,967.29,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10028,2022-03-07 08:37:33.492+00,425.873,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10084,2022-03-07 08:37:33.492+00,1039.3,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10010,2022-03-07 08:37:33.492+00,227,Tubing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10072,2022-03-07 08:37:33.491+00,312.079,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10000,2022-03-07 08:37:33.491+00,10.058,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10030,2022-03-07 08:37:33.491+00,427.111,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10091,2022-03-07 08:37:33.491+00,77.377,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10013,2022-03-07 08:37:33.491+00,179,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10026,2022-03-07 08:37:33.491+00,192.869,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10095,2022-03-07 08:37:33.491+00,1034.654,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10087,2022-03-07 08:37:33.491+00,642.383,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10075,2022-03-07 08:37:32.408+00,4.922,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10006,2022-03-07 08:37:32.408+00,223.75,Tubing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10079,2022-03-07 08:37:32.408+00,312.055,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10003,2022-03-07 08:37:32.408+00,15.56,Casing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10012,2022-03-07 08:37:32.408+00,187,Tubing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10076,2022-03-07 08:37:32.408+00,63.628,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10002,2022-03-07 08:37:32.408+00,117.89,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10031,2022-03-07 08:37:32.408+00,66.293,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10089,2022-03-07 08:37:32.408+00,216206.797,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10007,2022-03-07 08:37:32.408+00,223.75,Casing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10083,2022-03-07 08:37:32.408+00,64.15,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10082,2022-03-07 08:37:32.408+00,4.936,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10074,2022-03-07 08:37:32.408+00,58749.688,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10096,2022-03-07 08:37:32.408+00,669.282,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10098,2022-03-07 08:37:32.408+00,218875.594,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10029,2022-03-07 08:37:32.408+00,65.902,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10081,2022-03-07 08:37:32.408+00,59908.727,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10077,2022-03-07 08:37:32.408+00,1039.346,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10014,2022-03-07 08:37:32.408+00,751,Tubing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10020,2022-03-07 08:37:32.408+00,181.541,Tubing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10004,2022-03-07 08:37:32.408+00,119.4,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10094,2022-03-07 08:37:31.251+00,108.596,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10039,2022-03-07 08:23:58.841+00,8,Casing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10049,2022-03-07 08:23:58.841+00,184,Casing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
10058,2022-03-07 08:23:58.841+00,7.959,Tubing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift,RATTLER A 1H,204593.01
10036,2022-03-07 08:23:58.841+00,281.17,Tubing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
10063,2022-03-07 08:23:58.841+00,"""0.000""",Casing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10040,2022-03-07 08:23:58.841+00,16.09,Tubing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10041,2022-03-07 08:23:58.841+00,8,Casing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10051,2022-03-07 08:23:58.841+00,895,Casing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift,MOONSTONE A1H,204681.01
10062,2022-03-07 08:23:58.841+00,"""0.000""",Tubing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10059,2022-03-07 08:23:58.841+00,147.389,Tubing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift,RATTLER B 2H,204594.01
10061,2022-03-07 08:23:57.811+00,"""0.000""",Casing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift,RATTLER B 2H,204594.01
10054,2022-03-07 08:23:57.811+00,183.042,Tubing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #4H,203303.01
10070,2022-03-07 08:23:57.811+00,0,Tubing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10050,2022-03-07 08:23:57.811+00,907,Tubing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift,MOONSTONE A1H,204681.01
10069,2022-03-07 08:23:57.811+00,450,Casing Pressure,QUARTZ 1H,QUARTZ Well Pad,Gas Lift,QUARTZ 1H,204712.01
10060,2022-03-07 08:23:57.811+00,179.705,Casing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift,RATTLER A 1H,204593.01
10066,2022-03-07 08:23:57.811+00,424.701,Tubing Pressure,ROCK CREEK RANCH 25H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH 25H,204713.01
10048,2022-03-07 08:23:57.811+00,162,Tubing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
10065,2022-03-07 08:23:57.811+00,501.529,Casing Pressure,ROCK CREEK RANCH UNIT 12H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH UNIT 12H,204596.01
10056,2022-03-07 08:23:57.811+00,137.636,Tubing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #5H,203302.01
10057,2022-03-07 08:23:57.811+00,169.715,Casing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #5H,203302.01
10064,2022-03-07 08:23:57.811+00,501.957,Tubing Pressure,ROCK CREEK RANCH UNIT 12H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH UNIT 12H,204596.01
10071,2022-03-07 08:23:57.81+00,0,Tubing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE B 2H,204689.01
10053,2022-03-07 08:23:57.81+00,164.259,Casing Pressure,MOONSTONE B2H,MOONSTONE Well Pad,Gas Lift,MOONSTONE B2H,204682.01
10046,2022-03-07 08:23:57.81+00,134.88,Tubing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift,MAMMOTH A 1H,204608.01
10043,2022-03-07 08:23:57.81+00,8,Casing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift,LABRADORITE B 2H,204697.01
10038,2022-03-07 08:23:57.81+00,85.87,Tubing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10052,2022-03-07 08:23:57.81+00,8.093,Tubing Pressure,MOONSTONE B2H,MOONSTONE Well Pad,Gas Lift,MOONSTONE B2H,204682.01
10044,2022-03-07 08:23:57.81+00,32.3,Tubing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10068,2022-03-07 08:23:57.81+00,500,Tubing Pressure,QUARTZ 1H,QUARTZ Well Pad,Gas Lift,QUARTZ 1H,204712.01
10042,2022-03-07 08:23:57.81+00,8.12,Tubing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift,LABRADORITE B 2H,204697.01
10045,2022-03-07 08:23:57.81+00,16.66,Casing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10037,2022-03-07 08:23:57.81+00,8,Casing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
10055,2022-03-07 08:23:57.81+00,5.608,Casing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #4H,203303.01
10067,2022-03-07 08:23:57.81+00,500,Casing Pressure,ROCK CREEK RANCH 25H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH 25H,204713.01
10047,2022-03-07 08:23:57.81+00,122.65,Casing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift,MAMMOTH A 1H,204608.01
10007,2022-03-07 08:22:32.382+00,222.51,Casing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10029,2022-03-07 08:22:32.382+00,66.303,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10006,2022-03-07 08:22:32.382+00,222.51,Tubing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10031,2022-03-07 08:22:32.382+00,66.647,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10082,2022-03-07 08:22:32.382+00,4.924,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10076,2022-03-07 08:22:32.382+00,63.742,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10014,2022-03-07 08:22:32.382+00,748,Tubing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10003,2022-03-07 08:22:32.382+00,15.46,Casing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10089,2022-03-07 08:22:32.382+00,216197.344,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10020,2022-03-07 08:22:32.382+00,179.107,Tubing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10002,2022-03-07 08:22:32.382+00,116.06,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10083,2022-03-07 08:22:32.382+00,63.855,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10074,2022-03-07 08:22:32.382+00,58745.258,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10098,2022-03-07 08:22:32.382+00,218866,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10017,2022-03-07 08:22:32.381+00,130.434,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10099,2022-03-07 08:22:32.381+00,12.292,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10011,2022-03-07 08:22:32.381+00,215.02,Casing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10086,2022-03-07 08:22:32.381+00,906.408,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10091,2022-03-07 08:22:32.381+00,68.15,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10000,2022-03-07 08:22:32.381+00,9.032,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10072,2022-03-07 08:22:32.381+00,307.643,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10092,2022-03-07 08:22:32.381+00,150.859,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10087,2022-03-07 08:22:32.381+00,632.935,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10013,2022-03-07 08:22:32.381+00,178,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10026,2022-03-07 08:22:32.381+00,190.432,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10095,2022-03-07 08:22:32.381+00,1062.456,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10010,2022-03-07 08:22:32.381+00,225.74,Tubing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10023,2022-03-07 08:22:32.381+00,155.898,Casing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10028,2022-03-07 08:22:32.381+00,425.562,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10090,2022-03-07 08:22:32.381+00,10.486,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10030,2022-03-07 08:22:32.381+00,425.395,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10084,2022-03-07 08:22:32.381+00,1040.704,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10079,2022-03-07 08:22:31.358+00,307.63,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10077,2022-03-07 08:22:31.358+00,1040.747,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10094,2022-03-07 08:22:31.358+00,110.922,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10096,2022-03-07 08:22:31.358+00,659.708,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10081,2022-03-07 08:22:31.358+00,59904.301,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10004,2022-03-07 08:22:31.358+00,117.75,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10075,2022-03-07 08:22:31.358+00,4.925,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10022,2022-03-07 08:22:31.358+00,7.943,Tubing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10084,2022-03-07 08:08:21.948+00,1042.703,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10091,2022-03-07 08:08:21.948+00,67.259,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10092,2022-03-07 08:08:21.948+00,150.172,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10026,2022-03-07 08:08:21.948+00,188.096,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10011,2022-03-07 08:08:21.948+00,213.93,Casing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10023,2022-03-07 08:08:21.948+00,154.049,Casing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10017,2022-03-07 08:08:21.948+00,128.74,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10090,2022-03-07 08:08:21.948+00,10.396,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10013,2022-03-07 08:08:21.948+00,173,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10099,2022-03-07 08:08:21.948+00,11.629,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10072,2022-03-07 08:08:21.948+00,303.45,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10087,2022-03-07 08:08:21.948+00,623.982,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10086,2022-03-07 08:08:21.948+00,898.455,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10030,2022-03-07 08:08:21.948+00,427.052,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10000,2022-03-07 08:08:21.948+00,55.105,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10095,2022-03-07 08:08:21.948+00,1004.516,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10028,2022-03-07 08:08:21.948+00,427.528,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10008,2022-03-07 08:08:20.94+00,19.875,Tubing Pressure,CARBONITE A1H,CARBONITE Well Pad,Gas Lift,CARBONITE A1H,204718.01
10033,2022-03-07 08:08:20.94+00,425,Casing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift,HALITE A1H,204727.01
10018,2022-03-07 08:08:20.94+00,177.69,Tubing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10034,2022-03-07 08:08:20.94+00,0,Tubing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift,HALITE B2H,204728.01
10021,2022-03-07 08:08:20.94+00,244.12,Casing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10022,2022-03-07 08:08:20.94+00,7.856,Tubing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10016,2022-03-07 08:08:20.94+00,7.287,Tubing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10024,2022-03-07 08:08:20.94+00,180.851,Tubing Pressure,DRAGONSTONE A 1H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE A 1H,204683.01
10019,2022-03-07 08:08:20.94+00,9.763,Casing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10079,2022-03-07 08:08:20.939+00,303.443,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10005,2022-03-07 08:08:20.939+00,8,Casing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10077,2022-03-07 08:08:20.939+00,1042.741,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10015,2022-03-07 08:08:20.939+00,799,Casing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10094,2022-03-07 08:08:20.939+00,110.672,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10093,2022-03-07 08:08:20.939+00,1.25,Casing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10073,2022-03-07 08:08:20.939+00,425.066,Casing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE B 2H,204689.01
10025,2022-03-07 08:08:20.939+00,9.914,Casing Pressure,DRAGONSTONE A 1H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE A 1H,204683.01
10088,2022-03-07 08:08:20.939+00,878.523,Tubing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10078,2022-03-07 08:08:20.939+00,0.5,Tubing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10080,2022-03-07 08:08:20.939+00,424.996,Tubing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10085,2022-03-07 08:08:20.939+00,0.5,Casing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10035,2022-03-07 08:08:20.939+00,0,Casing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift,HALITE B2H,204728.01
10032,2022-03-07 08:08:20.939+00,425,Tubing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift,HALITE A1H,204727.01
10027,2022-03-07 08:08:20.939+00,232.729,Casing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10075,2022-03-07 08:08:20.939+00,4.945,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10098,2022-03-07 08:08:20.938+00,218857,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10002,2022-03-07 08:08:20.938+00,114.62,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10029,2022-03-07 08:08:20.938+00,66.331,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
