ID,Timestamp,Value,point_name,equipment,parent_equipment_name,equipment_type,Name,Accounting Number
10036,2022-02-20 19:11:42.537+00,59.3,Tubing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
10044,2022-02-20 19:11:42.537+00,23.36,Tubing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10038,2022-02-20 19:11:42.537+00,23.36,Tubing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10062,2022-02-20 19:11:42.537+00,24.713,Tubing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10049,2022-02-20 19:11:42.537+00,229.0,Casing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
10045,2022-02-20 19:11:42.537+00,10.53,Casing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10037,2022-02-20 19:11:42.537+00,8.0,Casing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
10063,2022-02-20 19:11:42.537+00,345.26,Casing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10058,2022-02-20 19:11:42.537+00,6.318,Tubing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift,RATTLER A 1H,204593.01
10041,2022-02-20 19:11:42.537+00,8.0,Casing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10040,2022-02-20 19:11:42.537+00,8.0,Tubing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10047,2022-02-20 19:11:42.537+00,102.14,Casing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift,MAMMOTH A 1H,204608.01
10051,2022-02-20 19:11:42.537+00,905.0,Casing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift,MOONSTONE A1H,204681.01
10042,2022-02-20 19:11:42.537+00,8.24,Tubing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift,LABRADORITE B 2H,204697.01
10039,2022-02-20 19:11:42.537+00,8.0,Casing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10059,2022-02-20 19:11:42.537+00,39.986,Tubing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift,RATTLER B 2H,204594.01
10071,2022-02-20 19:11:42.537+00,0.0,Tubing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE B 2H,204689.01
10066,2022-02-20 18:40:20.158+00,390.813,Tubing Pressure,ROCK CREEK RANCH 25H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH 25H,204713.01
10069,2022-02-20 18:40:20.158+00,450.0,Casing Pressure,QUARTZ 1H,QUARTZ Well Pad,Gas Lift,QUARTZ 1H,204712.01
10060,2022-02-20 18:40:20.158+00,172.703,Casing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift,RATTLER A 1H,204593.01
10048,2022-02-20 18:40:20.158+00,176.0,Tubing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
10065,2022-02-20 18:40:20.158+00,496.005,Casing Pressure,ROCK CREEK RANCH UNIT 12H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH UNIT 12H,204596.01
10070,2022-02-20 18:40:20.158+00,0.0,Tubing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10057,2022-02-20 18:40:20.158+00,232.391,Casing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #5H,203302.01
10064,2022-02-20 18:40:20.158+00,493.166,Tubing Pressure,ROCK CREEK RANCH UNIT 12H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH UNIT 12H,204596.01
10050,2022-02-20 18:40:20.158+00,909.0,Tubing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift,MOONSTONE A1H,204681.01
10061,2022-02-20 18:40:20.158+00,14.966,Casing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift,RATTLER B 2H,204594.01
10055,2022-02-20 18:40:19.143+00,9.988,Casing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #4H,203303.01
10058,2022-02-20 18:40:19.143+00,8.438,Tubing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift,RATTLER A 1H,204593.01
10068,2022-02-20 18:40:19.143+00,500.0,Tubing Pressure,QUARTZ 1H,QUARTZ Well Pad,Gas Lift,QUARTZ 1H,204712.01
10051,2022-02-20 18:40:19.143+00,906.0,Casing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift,MOONSTONE A1H,204681.01
10053,2022-02-20 18:40:19.143+00,57.748,Casing Pressure,MOONSTONE B2H,MOONSTONE Well Pad,Gas Lift,MOONSTONE B2H,204682.01
10049,2022-02-20 18:40:19.143+00,201.0,Casing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
10044,2022-02-20 18:40:19.143+00,23.36,Tubing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10042,2022-02-20 18:40:19.143+00,8.23,Tubing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift,LABRADORITE B 2H,204697.01
10039,2022-02-20 18:40:19.143+00,8.0,Casing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10043,2022-02-20 18:40:19.143+00,8.0,Casing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift,LABRADORITE B 2H,204697.01
10036,2022-02-20 18:40:19.143+00,98.51,Tubing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
10063,2022-02-20 18:40:19.143+00,345.26,Casing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10046,2022-02-20 18:40:19.143+00,110.87,Tubing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift,MAMMOTH A 1H,204608.01
10040,2022-02-20 18:40:19.143+00,8.0,Tubing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10062,2022-02-20 18:40:19.143+00,17.25,Tubing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10041,2022-02-20 18:40:19.143+00,8.0,Casing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10047,2022-02-20 18:40:19.143+00,96.52,Casing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift,MAMMOTH A 1H,204608.01
10059,2022-02-20 18:40:19.143+00,37.065,Tubing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift,RATTLER B 2H,204594.01
10056,2022-02-20 18:40:19.143+00,53.086,Tubing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #5H,203302.01
10067,2022-02-20 18:40:19.143+00,500.0,Casing Pressure,ROCK CREEK RANCH 25H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH 25H,204713.01
10054,2022-02-20 18:40:19.143+00,208.959,Tubing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #4H,203303.01
10038,2022-02-20 18:40:19.142+00,23.36,Tubing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10045,2022-02-20 18:40:19.142+00,10.54,Casing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10071,2022-02-20 18:40:19.142+00,0.0,Tubing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE B 2H,204689.01
10052,2022-02-20 18:40:19.142+00,8.091,Tubing Pressure,MOONSTONE B2H,MOONSTONE Well Pad,Gas Lift,MOONSTONE B2H,204682.01
10037,2022-02-20 18:40:19.142+00,8.0,Casing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
10019,2022-02-20 18:11:10.224+00,9.858,Casing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10079,2022-02-20 18:11:10.224+00,56.362,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10094,2022-02-20 18:11:10.224+00,106.553,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10016,2022-02-20 18:11:10.224+00,6.869,Tubing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10090,2022-02-20 18:11:09.212+00,9.128,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10006,2022-02-20 18:11:09.212+00,8.0,Tubing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10029,2022-02-20 18:11:09.212+00,67.252,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10096,2022-02-20 18:11:09.212+00,124.655,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10097,2022-02-20 18:11:09.212+00,915.526,Casing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10098,2022-02-20 18:11:09.212+00,206380.594,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10095,2022-02-20 18:11:09.212+00,944.025,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10072,2022-02-20 18:11:09.212+00,56.373,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10007,2022-02-20 18:11:09.212+00,8.0,Casing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10005,2022-02-20 18:11:09.212+00,8.0,Casing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10017,2022-02-20 18:11:09.212+00,41.578,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10073,2022-02-20 18:11:09.212+00,424.979,Casing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE B 2H,204689.01
10004,2022-02-20 18:11:09.212+00,171.14,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10030,2022-02-20 18:11:09.212+00,426.947,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10074,2022-02-20 18:11:09.212+00,52544.168,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10099,2022-02-20 18:11:09.212+00,11.215,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10092,2022-02-20 18:11:09.212+00,149.377,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10091,2022-02-20 18:11:09.212+00,51.552,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10020,2022-02-20 18:11:09.212+00,60.233,Tubing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10075,2022-02-20 18:11:09.212+00,4.921,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10028,2022-02-20 18:11:09.212+00,425.504,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10035,2022-02-20 18:11:09.212+00,0.0,Casing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift,HALITE B2H,204728.01
10076,2022-02-20 18:11:09.212+00,66.852,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10003,2022-02-20 18:11:09.212+00,18.47,Casing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10010,2022-02-20 18:11:09.212+00,126.5,Tubing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10015,2022-02-20 18:11:09.212+00,801.0,Casing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10089,2022-02-20 18:11:09.212+00,203862.828,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10025,2022-02-20 18:11:09.212+00,10.003,Casing Pressure,DRAGONSTONE A 1H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE A 1H,204683.01
10023,2022-02-20 18:11:09.212+00,49.909,Casing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10011,2022-02-20 18:11:09.212+00,120.81,Casing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10087,2022-02-20 18:11:09.212+00,117.337,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10077,2022-02-20 18:11:09.212+00,1010.483,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10086,2022-02-20 18:11:09.212+00,788.433,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10027,2022-02-20 18:11:09.212+00,240.78,Casing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10002,2022-02-20 18:11:09.212+00,169.94,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10012,2022-02-20 18:11:09.212+00,170.0,Tubing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10084,2022-02-20 18:11:09.212+00,1010.445,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10000,2022-02-20 18:11:09.212+00,40.171,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10031,2022-02-20 18:11:09.212+00,68.158,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10026,2022-02-20 18:11:09.212+00,62.239,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10083,2022-02-20 18:11:09.212+00,67.772,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10014,2022-02-20 18:11:09.212+00,750.0,Tubing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10082,2022-02-20 18:11:09.212+00,4.942,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10081,2022-02-20 18:11:09.212+00,53925.797,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10013,2022-02-20 18:11:09.212+00,172.0,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10080,2022-02-20 18:11:09.212+00,425.108,Tubing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10008,2022-02-20 17:57:07.05+00,18.5,Tubing Pressure,CARBONITE A1H,CARBONITE Well Pad,Gas Lift,CARBONITE A1H,204718.01
10022,2022-02-20 17:57:07.05+00,7.988,Tubing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10019,2022-02-20 17:57:06.039+00,9.849,Casing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10016,2022-02-20 17:57:06.039+00,7.2,Tubing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10024,2022-02-20 17:57:06.039+00,189.465,Tubing Pressure,DRAGONSTONE A 1H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE A 1H,204683.01
10021,2022-02-20 17:57:06.039+00,232.505,Casing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10033,2022-02-20 17:57:06.039+00,425.0,Casing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift,HALITE A1H,204727.01
10018,2022-02-20 17:57:06.039+00,164.139,Tubing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10076,2022-02-20 17:57:06.038+00,65.799,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10010,2022-02-20 17:57:06.038+00,126.44,Tubing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10035,2022-02-20 17:57:06.038+00,0.0,Casing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift,HALITE B2H,204728.01
10090,2022-02-20 17:57:06.038+00,10.62,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10075,2022-02-20 17:57:06.038+00,4.883,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10020,2022-02-20 17:57:06.038+00,57.988,Tubing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10034,2022-02-20 17:57:06.038+00,0.0,Tubing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift,HALITE B2H,204728.01
10099,2022-02-20 17:57:06.038+00,11.78,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10074,2022-02-20 17:57:06.038+00,52540.035,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10073,2022-02-20 17:57:06.038+00,424.979,Casing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE B 2H,204689.01
10079,2022-02-20 17:57:06.038+00,52.238,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10004,2022-02-20 17:57:06.038+00,170.5,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10081,2022-02-20 17:57:06.038+00,53921.668,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10089,2022-02-20 17:57:06.038+00,203853.797,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10085,2022-02-20 17:57:06.038+00,0.5,Casing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10078,2022-02-20 17:57:06.038+00,0.5,Tubing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10029,2022-02-20 17:57:06.038+00,67.19,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10002,2022-02-20 17:57:06.038+00,169.33,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10080,2022-02-20 17:57:06.038+00,425.108,Tubing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10082,2022-02-20 17:57:06.038+00,4.862,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10088,2022-02-20 17:57:06.038+00,871.982,Tubing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10003,2022-02-20 17:57:06.038+00,18.34,Casing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10077,2022-02-20 17:57:06.038+00,1010.264,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10025,2022-02-20 17:57:06.038+00,11.135,Casing Pressure,DRAGONSTONE A 1H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE A 1H,204683.01
10086,2022-02-20 17:57:06.038+00,917.339,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10096,2022-02-20 17:57:06.038+00,115.265,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10027,2022-02-20 17:57:06.038+00,240.78,Casing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10083,2022-02-20 17:57:06.038+00,65.607,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10014,2022-02-20 17:57:06.038+00,752.0,Tubing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10006,2022-02-20 17:57:06.038+00,8.0,Tubing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10084,2022-02-20 17:57:06.038+00,1010.189,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10012,2022-02-20 17:57:06.038+00,180.0,Tubing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10093,2022-02-20 17:57:06.038+00,1.25,Casing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10031,2022-02-20 17:57:06.038+00,68.1,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10098,2022-02-20 17:57:06.038+00,206371.203,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10017,2022-02-20 17:57:06.038+00,40.071,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10032,2022-02-20 17:57:06.038+00,425.0,Tubing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift,HALITE A1H,204727.01
10094,2022-02-20 17:57:06.038+00,106.714,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10007,2022-02-20 17:57:06.038+00,8.0,Casing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10005,2022-02-20 17:57:06.038+00,8.0,Casing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10097,2022-02-20 17:57:06.038+00,915.526,Casing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10023,2022-02-20 17:57:06.038+00,47.968,Casing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10015,2022-02-20 17:57:06.038+00,799.0,Casing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10000,2022-02-20 17:57:06.037+00,55.101,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10072,2022-02-20 17:57:06.037+00,52.245,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10013,2022-02-20 17:57:06.037+00,181.0,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10092,2022-02-20 17:57:06.037+00,150.79,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10095,2022-02-20 17:57:06.037+00,1017.759,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10091,2022-02-20 17:57:06.037+00,69.385,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10026,2022-02-20 17:57:06.037+00,59.279,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10030,2022-02-20 17:57:06.037+00,420.084,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10011,2022-02-20 17:57:06.037+00,120.79,Casing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10028,2022-02-20 17:57:06.037+00,421.86,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10087,2022-02-20 17:57:06.037+00,108.314,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10056,2022-02-20 17:55:54.97+00,46.828,Tubing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #5H,203302.01
10048,2022-02-20 17:55:54.97+00,175.0,Tubing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
10049,2022-02-20 17:55:54.97+00,179.0,Casing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
